,logFC,logCPM,PValue,QValue
ENSGALG00000027716,6.26921121549829,8.36888280635725,2.27702106847645e-67,3.04346636012562e-63
ENSGALG00000043754,4.48599047195154,5.03491080808135,6.727764365534959e-36,4.49616492548702e-32
ENSGALG00000008997,5.96875534097213,7.36831459775525,1.46303472205258e-34,6.51830736498492e-31
ENSGALG00000020316,7.97404752884596,7.64990067377999,3.1551714329858497e-34,1.0543005343322199e-30
ENSGALG00000023472,8.64721438495122,2.90595219025507,8.050776962682009e-33,2.15213369766415e-29
ENSGALG00000041978,4.19154177130704,7.95938078186089,2.2494964708156097e-30,5.01112830482024e-27
ENSGALG00000000507,6.77099431882926,3.76636916370375,1.86806842993367e-29,3.56694323349906e-26
ENSGALG00000032997,4.64803280182549,6.3477763029738,3.1594748013736402e-25,5.27869252439501e-22
ENSGALG00000002766,7.8392863299744,4.34173187060388,7.59645742798399e-24,1.1281583331381601e-20
ENSGALG00000002383,3.13163856494909,7.66828228511724,1.12450132764243e-23,1.50300847452687e-20
ENSGALG00000043605,8.04434682056862,2.31794646992221,3.76946110849907e-23,4.5802379251089705e-20
ENSGALG00000031482,3.76215553398646,3.54337965600872,9.228857859907119e-22,1.02794095129599e-18
ENSGALG00000032335,5.1995715868409,7.66158751773256,1.1751447804933101e-21,1.20822962585181e-18
ENSGALG00000040832,5.62613478194662,2.45777164927282,1.51284733678412e-21,1.4443369645326099e-18
ENSGALG00000000081,6.19353670685792,6.02963229921207,2.03557881657424e-21,1.81383643082209e-18
ENSGALG00000051203,6.06548625991993,6.62111667731484,2.3433567449400503e-19,1.95758164080429e-16
ENSGALG00000027822,3.24470467045801,4.57026577440414,2.99037610720952e-19,2.35113923817426e-16
ENSGALG00000027786,3.47784059441932,5.91112188133146,3.9283381984376095e-18,2.9034582117174003e-15
ENSGALG00000035007,5.34641356114505,4.28455366245317,4.1273160274301e-18,2.9034582117174003e-15
ENSGALG00000034742,3.20653792844859,4.0965200795788,1.2688203337299e-17,8.47952629031695e-15
ENSGALG00000043064,2.87366521915005,9.40250417580042,1.5690452363762302e-17,9.986599347335591e-15
ENSGALG00000029035,4.26303253861326,4.95594132020753,2.7133551520171e-17,1.64848658917548e-14
ENSGALG00000033002,2.00698998575473,7.03202351470073,1.16628614793441e-16,6.777643762300561e-14
ENSGALG00000023933,4.08473206841765,6.38024047036012,2.35939061136738e-16,1.31398395464735e-13
ENSGALG00000003932,3.07872093794851,6.3202775243948,5.714665425004701e-16,3.05528872282451e-13
ENSGALG00000000558,3.35563406342012,3.35390995328993,6.75835569276415e-16,3.4743146995956e-13
ENSGALG00000026098,2.24257476991951,4.44860443620544,1.3147088214442801e-15,6.27585646693723e-13
ENSGALG00000000608,2.88704525745204,3.90944247186087,2.14179098872249e-15,9.87144081216027e-13
ENSGALG00000003217,2.02374047154091,8.08337014225101,2.21929862121875e-15,9.88771512373662e-13
ENSGALG00000010628,2.93211644557289,9.57015344655311,3.1258436422591103e-15,1.3477427781430699e-12
ENSGALG00000006756,2.65323376716509,10.6867746809089,6.83008239894422e-14,2.85284004200901e-11
ENSGALG00000021025,3.76293015948326,3.91732283108778,9.72621077253954e-14,3.9394100965382893e-11
ENSGALG00000016721,1.98935848702237,6.88445095221177,1.04225211417994e-13,4.0972769876850195e-11
ENSGALG00000037029,3.272443966144,2.73614828618973,2.17348572063985e-13,8.300231469163509e-11
ENSGALG00000046593,3.15145514674492,3.95437354723122,3.85316018478298e-13,1.43059275082804e-10
ENSGALG00000006738,2.66196338658421,9.16241570114815,3.9910247093575e-13,1.44173070987222e-10
ENSGALG00000050728,5.50902058140479,3.51344698713594,8.59295759388284e-13,3.02245976841679e-10
ENSGALG00000047775,5.2078116722063,1.58995309210489,8.96745565274979e-13,3.07330800652958e-10
ENSGALG00000030081,2.06045960339682,6.01403808794597,2.01640707885546e-12,6.737824253995541e-10
ENSGALG00000005739,2.41410180577972,8.94160772472972,2.4019831425877198e-12,7.83046504483595e-10
ENSGALG00000005747,5.93983607673987,1.11341383664055,3.96004311545472e-12,1.2602365781230402e-09
ENSGALG00000025945,6.48556754865898,9.72159426599883,4.14406715954414e-12,1.2881302710341101e-09
ENSGALG00000045596,2.21083752544378,4.87425709005065,5.0906858513658695e-12,1.5464115247580901e-09
ENSGALG00000011961,3.50211151926645,4.23354749919796,7.77123566040133e-12,2.30822968526498e-09
ENSGALG00000012761,2.65691536886558,7.22834479717796,1.60515625018743e-11,4.66402574782722e-09
ENSGALG00000012687,1.70957889974378,6.01374091619226,2.6633553392546497e-11,7.57412924776121e-09
ENSGALG00000010243,1.70973201238155,10.2763064527529,3.82767564418734e-11,1.065848180421e-08
ENSGALG00000001933,4.52937093967005,2.63961678620654,4.6903875381041294e-11,1.27942285376122e-08
