,logFC,logCPM,PValue,QValue
ENSCPBG00000000745,-7.33212453748215,-0.421379391758375,4.29795629949846e-06,0.0645510056621674
ENSCPBG00000024752,1.91365582071557,4.43271833933036,6.87817449530572e-05,0.516516513724983
ENSCPBG00000014498,1.12203419031955,-0.165923427142374,0.377776232639984,1
ENSCPBG00000004815,-1.03000844817526,2.26703393204194,0.174581126698229,1
ENSCPBG00000004641,0.00614353846954143,2.96068468691725,1,1
ENSCPBG00000002755,-0.395978296163804,3.07128604170834,0.675390637906404,1
ENSCPBG00000028372,-0.306918000535344,3.96838842273398,0.52507071154547,1
ENSCPBG00000021014,0.0228159007871524,-1.70965505352496,1,1
ENSCPBG00000020177,-0.568849997232068,3.06317804406757,0.776996198426016,1
ENSCPBG00000018823,-0.0881320798780451,4.00614969634826,0.865903394203785,1
ENSCPBG00000014801,2.18338192955519,-2.30612967128619,0.441818513920656,1
ENSCPBG00000014213,-1.89813906362173,-0.144098674339551,0.188532513811962,1
ENSCPBG00000013646,0.228152446506977,4.78649150168083,0.679473145680806,1
ENSCPBG00000012991,0.633399554018549,4.10547905184022,0.198445397125279,1
ENSCPBG00000012751,0.0544483425351007,6.21135296159113,0.9071295539797,1
ENSCPBG00000009852,-0.0129829349028877,-1.4349904534629,1,1
ENSCPBG00000009612,0.444735960620708,5.95490942267872,0.401751443403721,1
ENSCPBG00000008352,0.130519402698525,3.08958774468331,0.815597365861028,1
ENSCPBG00000007597,0.269412101551259,-0.603906703849964,0.824395249421041,1
ENSCPBG00000006806,0.205217915513137,8.50267694771012,0.708488163588543,1
ENSCPBG00000006187,0.536427059542176,4.15956978847915,0.301786848693528,1
ENSCPBG00000004419,2.576309816181,6.61287648254321,0.0343300615605596,1
ENSCPBG00000004409,2.17407560166233,7.49915965296475,0.0450718787674076,1
ENSCPBG00000004148,-0.148027728333211,-0.148918383711393,0.955572213725987,1
ENSCPBG00000003871,-0.372752550359075,6.21294197956085,0.634995109993393,1
ENSCPBG00000003707,0.953484981202564,-0.266782152947611,0.236748678478134,1
ENSCPBG00000003056,2.53875235576498,5.07341671833211,0.0382609184647649,1
ENSCPBG00000003052,-0.398584999502343,-0.812504142071132,0.782851726671378,1
ENSCPBG00000002032,-0.0768893296433337,-0.0285549041275515,0.960246237696971,1
ENSCPBG00000002023,0.654801786085351,3.93067145654963,0.280467614460728,1
ENSCPBG00000001820,-0.0641863063669915,1.63475677789431,0.972570632417749,1
ENSCPBG00000001225,-0.52894789766831,1.46135096860069,0.392034967598433,1
ENSCPBG00000000832,1.67105378124038,-1.76336302405592,0.189233485486432,1
ENSCPBG00000000468,-0.0215187862879153,1.11774469797758,1,1
ENSCPBG00000028437,-0.286030022330571,2.3941089833866,0.641731309920814,1
ENSCPBG00000028436,-0.380416144430772,-1.0597693236119,0.90251737476774,1
ENSCPBG00000028426,0.875046431292583,3.12086819395997,0.195512079674857,1
ENSCPBG00000028425,1.87804043707796,2.84628678283804,0.0691170231539823,1
ENSCPBG00000028422,0.986927951709438,-1.83362352723777,0.439009288734418,1
ENSCPBG00000028421,0.171319232006346,4.82983074572797,0.703832237941757,1
ENSCPBG00000028414,-0.64768156105032,-0.0205451024735664,0.690975028128859,1
ENSCPBG00000028407,0.256334068714441,5.37120524533901,0.55942517187545,1
ENSCPBG00000028406,-0.0498293048154525,4.4646438473756,0.917437726246276,1
ENSCPBG00000028405,0.969581439335244,4.38548230092357,0.100044830742152,1
ENSCPBG00000028404,-0.0609753148112934,5.48492449254134,0.891609714117047,1
ENSCPBG00000028402,-0.171397191596772,6.34218726905802,0.756412140373662,1
ENSCPBG00000028400,0.0559894265304174,3.78661258642912,0.906268677710768,1
ENSCPBG00000028398,1.13528026812173,-1.30279857815732,0.402866229947561,1
ENSCPBG00000028396,0.316486390259146,5.79442943864915,0.48526777983555,1
ENSCPBG00000028395,0.327411018786849,6.8950499158869,0.505651295043489,1
ENSCPBG00000028394,-1.10118172612071,6.17768594843054,0.325866045827803,1
ENSCPBG00000028392,-0.386482160502408,0.985171978534468,0.552652960844336,1
ENSCPBG00000028390,-0.134242000263075,4.21266719685758,0.818485385951868,1
ENSCPBG00000028385,0.0969418964025608,6.98057001997694,0.844293478003193,1
ENSCPBG00000028384,-0.928275541066292,1.20786498869923,0.442620797746631,1
ENSCPBG00000028383,0.208542497467805,5.36256694314047,0.647140511309374,1
ENSCPBG00000028382,-0.0579206522666317,2.40540501136942,0.929227627670476,1
ENSCPBG00000028381,-0.143211460420734,6.28040980506163,0.761242898724907,1
ENSCPBG00000028380,-0.40063218071803,3.34048529419912,0.699040821162117,1
ENSCPBG00000028379,0.2340047600107,8.30168243864895,0.680679924021652,1
ENSCPBG00000028377,-0.15160154072635,5.86564934242159,0.744535616033721,1
ENSCPBG00000028376,-0.0599667345476175,1.02908467397499,0.940854922631668,1
ENSCPBG00000028375,0.155557362951555,4.37958788624116,0.748446362014574,1
ENSCPBG00000028373,-0.2254375112784,-0.453475763413163,0.876756759007758,1
ENSCPBG00000028371,1.38827239438716,1.52861784894109,0.168714259989955,1
ENSCPBG00000028370,0.40926401297386,4.65393299317579,0.407786123562098,1
ENSCPBG00000028368,-0.888695799867704,-1.62134781448695,0.537036331453876,1
ENSCPBG00000028362,0.231240276253082,5.40167770302971,0.644689947984652,1
ENSCPBG00000028361,-0.205393968914675,4.62406047797257,0.718571723222441,1
ENSCPBG00000028360,-0.27625180796597,7.17054285269632,0.616039116190491,1
ENSCPBG00000028358,0.0210243409427963,2.3963294204836,0.986353080988639,1
ENSCPBG00000028347,-0.237233132182722,6.21899245468743,0.660871112932976,1
ENSCPBG00000028344,-0.368249129902215,5.79594349610884,0.747113183611336,1
ENSCPBG00000028343,0.443801691746285,6.31015912819764,0.401366622823841,1
ENSCPBG00000028342,-0.00776326754137543,6.28062153939121,0.991634145024003,1
ENSCPBG00000028340,0.19972755946197,1.30229494296775,0.806775563331672,1
ENSCPBG00000028333,0.0622528940178084,4.26142312955516,0.905610627310717,1
ENSCPBG00000028324,-0.365382741089126,4.54439505892638,0.532892041210327,1
ENSCPBG00000028309,0.0632136667986539,-2.11619637465079,1,1
ENSCPBG00000028301,0.588628960261332,1.45130899658394,0.3822176748272,1
ENSCPBG00000028300,0.912603680228475,-1.17201049999767,0.469375277230192,1
ENSCPBG00000028299,-0.0555107780132153,7.04699721985548,0.909985571647294,1
ENSCPBG00000028297,0.0667231150026487,5.72773896055208,0.884305067791814,1
